user_id,item_id
225,13906
225,1220
226,8719
226,1346
226,2260
226,5161
226,8174
226,15720
226,16455
226,4232
226,15718
226,12007
227,8468
227,9970
227,4926
227,6862
228,4863
228,8679
228,12965
229,6149
229,3514
229,9309
229,10050
230,11496
230,11772
230,16020
231,8149
231,12510
231,12369
232,10444
232,7405
232,5424
233,842
233,13716
233,9415
234,259
234,943
234,1965
234,3993
234,10131
234,11780
235,5545
235,463
235,8573
236,672
236,2019
236,10166
237,6381
237,9431
237,9680
237,12918
237,7406
237,4796
237,5919
238,601
238,3806
238,19892
239,6380
239,14105
239,16117
240,14113
240,7726
240,10443
240,12752
240,13148
241,1592
241,5102
241,534
241,6128
242,2129
242,2975
242,6153
242,7346
242,8222
242,10846
242,13932
242,14052
242,15685
243,7411
243,6727
243,2025
243,1888
244,6726
244,10499
244,157
245,5539
245,11652
245,19117
246,1044
246,6825
246,15425
247,6575
247,18639
247,4989
248,5710
248,7586
248,13447
248,16058
248,17751
249,2329
249,2213
249,7561
249,11854
249,13197
249,8807
249,4758
249,67
249,3484
249,10453
249,13593
250,13010
250,13011
250,13802
250,13839
251,9443
251,756
251,12333
251,1632
251,12747
252,10708
252,13016
252,14136
252,15619
252,17893
252,22781
253,50
253,8789
253,10027
253,12084
254,2261
254,14529
254,14666
254,22536
255,4415
255,13758
255,20796
255,13523
255,20949
255,6063
255,16605
255,17573
256,5963
256,22055
256,3500
257,19189
257,12210
257,5541
258,784
258,2276
258,417
258,6055
258,5251
259,1676
259,18622
259,18623
259,9814
259,2745
259,12527
259,14333
259,18875
260,10557
260,16390
260,21623
261,7154
261,18484
261,13343
261,14596
262,3672
262,7443
262,12317
263,7188
263,10830
263,4779
263,10849
263,11767
264,13963
264,7314
264,10048
264,15938
264,13029
264,20965
264,7249
264,17718
264,19966
264,20011
264,21534
264,13346
264,22587
264,14211
264,18277
264,18972
264,19012
264,20927
264,22015
265,11301
265,14457
265,2335
265,13901
265,13638
266,11894
266,3639
266,11493
266,5559
267,13279
267,4716
267,18039
267,17783
268,3602
268,15973
268,101
268,13406
268,20225
268,6148
269,3618
269,8983
269,9032
269,6827
269,7541
269,8998
269,433
269,6843
269,1350
269,12629
269,19466
270,3955
270,6353
270,4013
271,17807
271,984
271,3228
272,1006
272,6438
272,12303
272,19774
272,20595
272,18275
273,568
273,5838
273,567
273,10727
273,11930
274,10003
274,14192
274,18415
275,15858
275,17437
275,20287
275,21644
275,15721
275,6319
275,12587
276,1293
276,3146
276,12848
276,17069
277,17032
277,8350
277,17512
277,12572
278,22
278,4547
278,1497
278,8339
279,5510
279,17964
279,18709
279,20907
279,22790
279,14622
279,21482
279,17565
280,4544
280,12527
280,13159
280,18897
280,6727
280,10680
280,2420
280,10008
280,16517
280,15689
280,1894
280,14988
280,1092
280,18411
280,1986
280,5800
281,79
281,2838
281,3496
282,4457
282,6247
282,7406
282,15118
282,16198
283,7951
283,2996
283,492
283,1294
283,4263
283,1073
284,5754
284,5884
284,5166
284,10623
285,18281
285,3291
285,15211
286,9324
286,9556
286,14781
287,11940
287,12527
287,14080
287,17489
287,19670
288,1416
288,3072
288,3559
288,3506
288,10385
288,9422
289,6889
289,693
289,11382
290,4313
290,8189
290,822
291,12940
291,21001
291,21170
292,9768
292,13662
292,13616
292,14862
293,9717
293,2857
293,162
293,235
293,9188
293,10083
293,13340
293,19953
293,5352
293,690
293,12271
293,12919
294,9442
294,16129
294,18010
295,414
295,886
295,2181
296,18485
296,21670
296,10945
296,18251
297,696
297,6632
297,8050
297,9387
297,14857
297,15187
297,6877
297,7600
297,16503
297,6907
297,14635
297,2420
297,7213
298,5515
298,5563
298,474
298,12331
299,14290
299,17552
299,18472
300,6136
300,8089
300,12361
300,20062
300,18177
300,18637
300,9921
301,11140
301,21265
301,16102
301,16634
302,678
302,1986
302,4720
302,3630
303,4503
303,13381
303,12895
303,19096
304,4144
304,10195
304,10194
305,3270
305,5528
305,12388
306,1946
306,5108
306,17565
306,17839
307,460
307,1294
307,4261
308,3096
308,6731
308,8771
309,6551
309,18399
309,10427
309,19303
309,22751
309,18211
309,17486
309,8903
309,10272
309,13427
309,18762
309,11109
309,22347
310,5613
310,16333
310,18168
311,5059
311,10220
311,4433
312,14396
312,7561
312,13142
313,7883
313,13796
313,20527
313,14955
314,8628
314,11190
314,11658
315,1492
315,2300
315,12814
316,639
316,5270
316,12552
316,692
317,7697
317,14115
317,1293
318,7683
318,1012
318,13731
318,8691
318,335
318,18000
318,2667
318,3720
319,15687
319,18897
319,5605
319,5939
320,112
320,6035
320,15096
320,560
321,12270
321,15642
321,15705
321,16167
321,16258
321,17158
321,17973
321,18910
321,19180
321,15039
321,20906
321,22010
321,3575
321,11075
321,16623
321,18846
321,19746
321,13857
321,14396
322,635
322,1564
322,2036
322,10483
322,933
323,1448
323,4001
323,5926
323,3569
323,1836
323,2589
324,626
324,2788
324,6917
324,7445
324,5585
324,19359
324,11843
324,16771
324,8297
324,5446
324,5993
324,8825
324,8827
324,8828
325,5895
325,2204
325,17944
325,3474
325,4332
325,19601
325,16220
325,19587
325,6763
325,9420
326,9072
326,7909
326,19271
326,3610
326,2893
327,2127
327,18279
327,12747
328,5489
328,13924
328,4550
328,8305
328,14442
329,1738
329,3817
329,10837
329,13571
329,13725
329,2737
329,16788
329,10329
329,2046
329,10177
329,8101
329,13570
329,15666
329,18080
329,13698
329,16637
329,14469
329,10997
329,21660
329,12710
329,10462
329,10785
329,10853
329,10915
329,2306
329,2536
329,18772
329,10783
330,2676
330,6406
330,2235
330,441
330,4624
331,6665
331,1022
331,1696
332,1572
332,2879
332,4261
333,6671
333,13814
333,16301
333,18134
333,18884
333,19271
333,9507
334,17027
334,8439
334,18936
335,4033
335,8412
335,8404
335,11885
336,8437
336,12595
336,1979
337,9420
337,1416
337,3388
337,4067
338,10148
338,5344
338,16759
339,4047
339,7319
339,13058
339,16394
339,17314
339,18481
339,12468
339,9832
340,13966
340,14012
340,14601
340,14622
341,1092
341,1511
341,6503
342,1586
342,14830
342,14859
342,21706
343,6300
343,2484
343,3659
343,10112
343,14677
344,22793
344,22862
344,12918
344,18430
345,20911
345,1634
345,9076
346,723
346,4269
346,4364
347,8506
347,3637
347,11203
348,15368
348,13681
348,12238
348,12894
348,18766
348,17514
348,21139
348,18889
349,15665
349,16376
349,15742
350,14357
350,16240
350,5350
350,3136
351,1281
351,42
351,176
351,1846
351,1959
351,149
352,512
352,242
352,3012
352,3117
352,4231
352,2309
352,3422
352,13988
353,6051
353,1255
353,13683
354,1021
354,3955
354,8101
354,11162
354,15085
355,9355
355,12965
355,11899
356,9538
356,10687
356,20701
357,4036
357,532
357,11902
358,13002
358,18248
358,18364
358,22356
358,21009
358,5888
358,22216
358,21338
358,22495
358,16741
358,16742
358,21071
358,11702
359,2603
359,7305
359,251
359,8206
360,7724
360,4736
360,3222
361,3095
361,3097
361,4693
361,7036
362,1829
362,6019
362,7449
362,13034
362,18380
362,18467
362,234
362,974
362,4594
362,5706
363,1988
363,245
363,5266
363,11010
363,20119
364,1177
364,6471
364,6473
365,11331
365,12875
365,15102
366,8482
366,16501
366,9378
367,3644
367,15323
367,10636
368,9428
368,8719
368,10088
368,13970
369,1254
369,2278
369,4284
369,6915
369,16737
370,19160
370,19682
370,19189
370,3505
370,13183
371,11328
371,16628
371,1032
372,4944
372,8170
372,9157
372,16756
373,15
373,3656
373,3844
374,11139
374,7407
374,22189
375,1067
375,2337
375,4092
376,4027
376,2646
376,4188
377,6997
377,17992
377,20891
378,1642
378,9578
378,19473
379,13285
379,15318
379,19067
379,19453
380,1900
380,10589
380,2717
380,4069
380,4445
380,11203
380,8027
380,12745
380,3808
380,4750
381,6641
381,11087
381,14622
382,12527
382,16810
382,16827
383,7764
383,2202
383,11968
383,16115
383,1502
383,7283
383,4693
383,2205
383,12619
384,1883
384,3364
384,4598
385,4943
385,4547
385,11491
385,3504
385,795
385,5990
386,5381
386,6771
386,1090
386,3960
387,6122
387,7419
387,8298
388,3873
388,463
388,734
388,1601
388,5213
389,1531
389,13568
389,6219
389,21857
390,4796
390,18948
390,21153
390,1798
390,21744
390,14113
390,6295
390,3012
391,11980
391,11554
391,21749
392,5874
392,9729
392,11774
393,8325
393,3949
393,6442
393,7378
393,7746
393,9735
394,13943
394,19183
394,14277
395,14622
395,15283
395,15829
396,12443
396,6285
396,11294
396,5764
396,20686
396,8551
396,9117
396,15551
396,18797
396,690
396,6398
396,16180
396,10339
396,18961
396,20054
397,22207
397,22956
397,15503
398,296
398,14844
398,18527
398,20811
398,22085
398,103
398,2096
398,5502
398,5704
398,18421
398,4025
398,20847
398,20853
398,20854
398,20891
398,5055
398,5338
399,9608
399,8536
399,14663
399,20857
399,11055
400,1131
400,11213
400,12128
401,4846
401,8311
401,16140
401,11680
401,13455
402,18332
402,8702
402,9648
403,2300
403,734
403,1387
404,13612
404,2697
404,1857
405,7807
405,3386
405,87
405,2769
406,20231
406,4413
406,19149
407,19469
407,19595
407,5791
408,2838
408,18710
408,376
409,8358
409,9912
409,3164
409,8736
409,9630
410,17881
410,10987
410,15120
410,15485
411,4799
411,5783
411,7299
412,5515
412,2444
412,9546
412,18736
412,6437
412,4153
412,10735
412,2405
413,5963
413,12963
413,18681
414,12109
414,12108
414,22934
415,19361
415,20564
415,3513
416,11297
416,12745
416,13595
417,17907
417,18155
417,8556
418,19782
418,2411
418,20754
419,3874
419,7752
419,14308
420,7927
420,4057
420,15980
420,11497
421,5111
421,1243
421,15509
422,387
422,812
422,2572
422,10775
422,21035
422,3726
423,237
423,2596
423,9214
424,2015
424,20392
424,10540
424,16728
424,20263
424,17931
424,19124
424,17492
424,17713
424,20597
424,20859
424,20929
425,3869
425,1471
425,8410
426,2836
426,13877
426,19074
427,4379
427,12125
427,19398
428,1371
428,4823
428,13183
428,4406
428,8660
429,10802
429,2371
429,16904
429,18323
429,13437
429,3529
429,10404
430,4034
430,16698
430,8821
431,13474
431,10451
431,13468
432,15205
432,17489
432,21850
433,17180
433,178
433,483
433,695
433,3890
433,13224
433,14830
434,1792
434,13151
434,13733
434,8008
434,2768
434,7386
434,7988
435,5812
435,10367
435,7794
436,7333
436,10988
436,989
437,10178
437,874
437,3453
438,8386
438,16093
438,11193
438,14919
438,15816
438,9166
438,11493
438,17694
438,11711
438,3489
439,1457
439,15598
439,18976
439,2781
439,17716
440,712
440,8083
440,2298
440,9906
441,4090
441,3773
441,20173
441,12046
442,6858
442,9146
442,10148
442,2211
443,2684
443,6459
443,6491
443,18302
443,7385
443,12877
443,12786
443,19149
443,8696
444,12388
444,8439
444,21407
445,1085
445,11845
445,14457
446,2177
446,13013
446,13016
446,18152
446,18176
446,1991
447,5432
447,1758
447,3153
448,12843
448,15034
448,21474
449,12131
449,6482
449,12527
450,15390
450,16012
450,13013
450,20291
450,21003
450,22298
451,5312
451,5313
451,13631
451,4145
451,9929
451,4308
451,6727
451,7523
451,592
451,2705
451,3951
451,358
451,3950
451,19293
451,576
451,19689
451,3397
451,11010
451,5245
451,7367
451,12155
451,112
451,19361
451,10492
451,7295
452,5792
452,7512
452,5563
452,8421
453,9928
453,11203
453,11774
454,234
454,540
454,2360
454,4760
454,7583
454,10928
454,10929
454,19685
454,21885
454,4179
454,9759
454,933
454,15572
454,386
454,3310
454,594
455,3807
455,6334
455,8931
456,13265
456,11235
456,19567
457,14268
457,20650
457,20858
457,21001
457,15481
458,1986
458,6478
458,3505
458,7010
458,12406
459,16307
459,21800
459,20067
459,16785
460,4773
460,11010
460,14807
460,17693
461,1329
461,4988
461,6919
462,106
462,10220
462,10262
463,2257
463,3983
463,11199
464,13725
464,16420
464,4005
465,8851
465,5003
465,8395
465,9123
465,5002
465,363
465,9059
465,1385
466,6786
466,13470
466,16127
467,11861
467,715
467,9758
468,10180
468,12482
468,4279
468,7490
469,7177
469,4757
469,11296
469,245
470,16479
470,16846
470,18103
471,861
471,10530
471,8817
471,6446
471,16624
471,778
471,15831
471,14807
471,7752
471,18610
471,22930
471,4977
472,1486
472,540
472,1487
472,9925
472,5091
473,5246
473,15470
473,17488
473,18180
474,19180
474,11082
474,15472
475,2992
475,2631
475,4479
475,2176
475,3119
475,4986
475,6710
475,4492
475,9496
475,6791
475,13760
475,3500
475,9558
475,1236
475,6516
475,7082
476,2276
476,1511
476,5449
476,909
477,12961
477,14440
477,15557
478,8066
478,1927
478,3508
479,2295
479,18715
479,17740
479,8130
480,5075
480,2106
480,6116
480,19816
481,3517
481,5602
481,13392
481,11003
482,12912
482,15293
482,14013
482,14441
482,15828
483,425
483,717
483,1621
484,2096
484,10262
484,13802
484,13807
485,6698
485,10678
485,593
485,9336
486,5439
486,14911
486,6212
486,7267
486,14128
487,6257
487,9219
487,9951
488,655
488,1970
488,14353
489,12060
489,19453
489,20319
490,3816
490,8309
490,10987
490,5352
490,10754
490,14841
490,15087
491,5984
491,7065
491,8542
492,7464
492,5037
492,11123
492,6327
493,11305
493,8234
493,13616
493,1175
494,1346
494,1665
494,12845
495,18982
495,21175
495,7960
496,1911
496,11502
496,17234
497,10456
497,10249
497,7268
497,19109
497,19426
497,19428
497,19569
497,20275
497,21040
498,16665
498,642
498,17187
499,3310
499,19031
499,19037
500,2370
500,1323
500,1300
500,252
500,14390
500,14174
500,17116
501,7388
501,12468
501,6670
502,13965
502,17783
502,19814
502,4858
503,2774
503,5198
503,1616
503,11866
504,7767
504,682
504,1041
505,8131
505,20523
505,20524
505,20526
506,5642
506,7463
506,10453
507,3543
507,7041
507,8078
507,8309
507,12084
507,5632
507,20713
507,15644
507,20714
507,4845
508,9556
508,4783
508,12454
508,1702
509,8263
509,14548
509,9606
509,12074
510,2375
510,6480
510,9953
510,6400
511,15933
511,17122
511,17146
512,5376
512,3150
512,6353
512,11539
513,5910
513,8903
513,10469
513,15444
514,13409
514,17611
514,17096
515,15794
515,1003
515,1202
515,4025
515,1988
516,5098
516,3483
516,2495
516,6648
517,1916
517,5440
517,17441
518,191
518,2060
518,2910
519,1122
519,8688
519,8327
520,457
520,3085
520,3095
520,3868
521,9655
521,752
521,813
521,2869
521,4000
521,8343
521,9144
521,13223
522,4820
522,6214
522,492
523,3195
523,16673
523,20907
523,18471
523,15421
523,22790
523,19724
524,4969
524,5351
524,12013
524,11283
524,9886
524,14211
525,4162
525,14031
525,13782
525,8249
525,3652
525,13624
526,7834
526,10026
526,16187
526,7294
526,13472
526,5806
526,7213
526,15636
526,2539
526,5613
526,4571
526,1588
526,5331
526,10367
526,14488
527,1916
527,19962
527,20702
527,12490
528,4035
528,7533
528,16649
529,161
529,8313
529,8922
529,11309
529,15049
530,14095
530,19138
530,13964
531,7901
531,4318
531,11139
531,2708
531,12988
532,20529
532,21473
532,21581
533,4351
533,4760
533,425
533,13065
534,2657
534,13759
534,12807
534,17691
534,8023
534,1883
535,3664
535,4398
535,4903
536,9185
536,1881
536,17783
537,1546
537,2442
537,2459
538,996
538,21463
538,18199
538,1365
539,10223
539,421
539,16143
539,1388
539,17451
540,17129
540,11776
540,13388
541,2147
541,5123
541,16596
542,7431
542,7305
542,15006
542,482
543,8402
543,9451
543,10405
543,11627
543,12404
543,15358
543,16316
543,16334
543,18364
543,18729
544,3814
544,3818
544,520
545,14847
545,10330
545,17439
545,20845
545,20853
545,21820
545,22086
546,7746
546,3929
546,13266
546,3832
547,1637
547,5027
547,10193
548,6164
548,15727
548,3089
549,13058
549,13814
549,14505
549,18134
549,19930
550,2156
550,6986
550,8388
550,8874
551,298
551,8981
551,10680
552,3624
552,6524
552,8193
552,8194
553,8960
553,2997
553,6200
553,2693
553,11194
553,12144
553,19403
553,19555
553,20117
554,8126
554,146
554,9775
555,6689
555,1851
555,19166
555,19449
555,755
556,12527
556,13256
556,21522
556,15516
556,14531
556,15205
557,19637
557,3858
557,20373
558,3413
558,5717
558,8129
558,13468
559,18946
559,6413
559,15304
559,21302
560,11408
560,3384
560,16624
560,11393
561,10844
561,7742
561,15541
561,6895
561,9990
561,4271
562,4413
562,4415
562,12828
563,6110
563,7229
563,9177
563,1731
564,5614
564,4336
564,7669
565,2356
565,14399
565,18471
565,21076
565,12997
566,700
566,14182
566,16541
566,16857
567,308
567,4581
567,10010
567,1156
567,14605
567,1319
567,7310
567,8239
568,6786
568,11445
568,1903
569,15272
569,7328
569,7387
570,8199
570,8991
570,9722
570,9832
570,11581
570,18147
571,8350
571,6661
571,19615
571,19406
572,9597
572,17008
572,11913
572,10404
572,18326
573,13408
573,10715
573,6479
573,12527
573,13256
573,14917
573,15488
573,18945
574,431
574,2596
574,5321
575,278
575,761
575,1503
575,4312
576,250
576,3151
576,10644
576,7356
577,270
577,626
577,3236
578,11847
578,11852
578,2299
578,9359
578,11779
578,14639
578,4938
579,9896
579,10097
579,3051
580,252
580,3613
580,5506
581,10262
581,12342
581,13806
582,18580
582,8069
582,16613
583,7105
583,7666
583,6821
583,6063
583,8336
583,22
583,3955
583,6353
583,3238
583,3649
583,3607
583,14638
583,13673
584,11425
584,16074
584,16792
584,17974
584,18853
584,19831
585,16673
585,21700
585,14275
585,15476
585,15520
585,15976
585,21654
585,12969
585,13192
586,13256
586,15516
586,21515
586,21550
587,12389
587,8208
587,8167
587,2149
587,16987
587,11497
587,1236
587,6578
587,21885
588,8812
588,20567
588,14640
588,7707
589,3606
589,944
589,2025
589,2894
589,5193
589,2220
589,15509
590,2856
590,13345
590,14167
590,15976
590,16327
591,9920
591,1293
591,1430
592,3169
592,18146
592,12445
592,19120
593,3766
593,4570
593,6267
593,6460
